	word	proposed_splitting	count_pre	count_post
5669	interactive		1	
5670	singapore		4	1.0
5671	africaday2019		1	
5672	geelong		1	
5673	aircraft		1	
5674	climatechangehoax	['climate', 'change', 'hoax']	4	
5675	carbonemitter	['carbon', 'emitter']	1	
5676	exchange		1	
5677	woke		1	
5678	grandsolarminimum	['grand', 'solar', 'minimum']	3	4.0
5679	gosolar	['go', 'solar']	2	
5680	globalpoppulation		1	
5681	malaria		2	
5682	stoppipelines	['stop', 'pipelines']	4	
5683	tenbuckturnbull		4	
5684	julianavus		1	
5685	thelatelateshow	['the', 'late', 'late', 'show']	1	
5686	aiforgood	['a', 'i', 'for', 'good']	3	
5687	optimizingamerica		1	
5688	socialequity	['social', 'equity']	1	
5689	2018wdcd		3	
5690	waste		5	5.0
5691	wednesdaywisdom		2	11.0
5692	pregnancy		3	
5693	bioreceptive	['bio', 'receptive']	1	
5694	nursesforxr	['nurses', 'for', 'x', 'r']	1	
5695	sustyonthestreets		1	
5696	biodiversity		36	83.0
5697	liberallogic	['liberal', 'logic']	1	
5698	easterweekend		1	
5699	liberalismisamentaldisorder	['liberalism', 'is', 'a', 'mental', 'disorder']	3	
5700	womensciencewednesday		1	
5701	revupevs		1	
5702	voteblue	['vote', 'blue']	7	
5703	keepforestsstanding	['keep', 'forests', 'standing']	1	
5704	homeimprovement	['home', 'improvement']	1	
5705	himalayas		2	4.0
5706	spainsouth		1	
5707	singer		1	
5708	forestforum	['forest', 'forum']	1	
5709	gaiaanandam		1	
5710	gardensoftheworld	['gardens', 'of', 'the', 'world']	1	
5711	godzilla		1	
5712	dirtycoal	['dirty', 'coal']	3	1.0
5713	iceisblack	['ice', 'is', 'black']	2	
5714	wildflowerhour	['wildflower', 'hour']	1	1.0
5715	actress		1	
5716	ottawafloods		1	
5717	ecotech		4	
5718	tanzania		1	1.0
5719	elniño		1	
5720	cop24	['cop', '24']	17	14.0
5721	switzerland		1	1.0
5722	gmo		1	
5723	aepfnepal		1	
5724	wcssg2018		1	
5725	technocentrism	['techno', 'cent', 'r', 'is', 'm']	1	
5726	commonwealthyouth	['commonwealth', 'youth']	1	
5727	vietnamvets		1	
5728	trinidadandtobago		1	
5729	nuclearfuel	['nuclear', 'fuel']	2	
5730	transparent		1	
5731	carbonaction	['carbon', 'action']	2	
5732	heatpump	['heat', 'pump']	1	
5733	climatechangebilll	['climate', 'change', 'bill', 'l']	1	
5734	protectantarctic	['protect', 'antarctic']	1	
5735	nicaragua		1	
5736	changeclimatechange	['change', 'climate', 'change']	1	
5737	rapanui		1	
5738	scienceed	['science', 'ed']	1	
5739	fakemeat	['fake', 'meat']	1	
5740	wellbeing		1	
5741	exposing		1	
5742	virginia		1	
5743	openaccess	['open', 'access']	1	1.0
5744	energypolicy	['energy', 'policy']	1	
5745	onefamily	['one', 'family']	1	
5746	writingcommunity	['writing', 'community']	1	
5747	srocc		1	
5748	sustainablefinance	['sustainable', 'finance']	4	1.0
5749	vegans		1	
5750	yoga		3	
5751	redmayseattle		1	
5752	firepits	['fire', 'pits']	1	
5753	visit		1	
5754	deathbythunder	['death', 'by', 'thunder']	1	
5755	vmware		1	
5756	cyclonicstormfani	['cyclonic', 'storm', 'fan', 'i']	1	
5757	dc		3	
5758	renewableenergy	['renewable', 'energy']	73	55.0
5759	fiction		2	1.0
5760	showusyournumbers	['show', 'us', 'your', 'numbers']	2	
5761	electrification		1	
5762	lfcfamily		1	
5763	dmv		1	
5764	pyne		2	
5765	klimat		1	
5766	drm		1	
5767	cloudscapephotography	['clouds', 'cape', 'photography']	1	
5768	stopextinction	['stop', 'extinction']	3	
5769	bootpruitt	['boot', 'pr', 'u', 'it', 't']	7	
5770	agencyvoices	['agency', 'voices']	2	
5771	sciencetwitter	['science', 'twitter']	1	
5772	mdpienvironments	['m', 'dpi', 'environments']	1	
5773	networknews	['network', 'news']	1	
5774	savelives	['save', 'lives']	1	
5775	weareallgoingtodie	['we', 'are', 'all', 'going', 'to', 'die']	1	
5776	empathy		1	
5777	cleancooking	['clean', 'cooking']	1	
5778	altmetrics	['alt', 'metrics']	1	
5779	doc		1	
5780	evergreenair	['evergreen', 'air']	2	
5781	methane		9	3.0
5782	creativity		3	3.0
5783	floods		5	5.0
5784	clown		2	
5785	cdnmuni		1	
5786	realism		1	
5787	progressive		1	2.0
5788	lama		3	
5789	foodies		2	
5790	malnutrition		1	1.0
5791	idiotpoliticians	['idiot', 'politicians']	1	1.0
5792	ceres19		1	
5793	climateactionilkley		2	
5794	worldmetday	['world', 'met', 'day']	1	
5795	marianne2020		1	
5796	fuelpoverty	['fuel', 'poverty']	2	
5797	oceanlife	['ocean', 'life']	3	
5798	communityrights	['community', 'rights']	2	
5799	globalsecurity	['global', 'security']	1	
5800	tasmania		2	
5801	antiscience	['anti', 'science']	1	1.0
5802	finite		1	
5803	kanyewest		1	
5804	populationreduction	['population', 'reduction']	1	
5805	preppertalk	['prep', 'per', 'talk']	1	
5806	bumblebees		1	
5807	mueller		1	
5808	freemarket	['free', 'market']	1	
5809	humanityfirst	['humanity', 'first']	2	
5810	sharedobligation	['shared', 'obligation']	1	
5811	designers		1	
5812	scandal		5	
5813	hothothot	['hot', 'hot', 'hot']	1	
5814	beavoter	['be', 'a', 'voter']	1	
5815	volcano		1	
5816	healthforall	['health', 'for', 'all']	2	
5817	comic		2	
5818	risingsealevels	['rising', 'sea', 'levels']	3	
5819	puran		1	
5820	wheresruth		1	
5821	impeachmentinquirynow	['impeachment', 'inquiry', 'now']	1	
5822	truths		2	
5823	metoffice	['met', 'office']	1	
5824	barbuda		2	
5825	lenr		2	2.0
5826	ourchildrensfuture		1	
5827	coalplatform	['coal', 'platform']	1	
5828	blueplanetlive	['blue', 'planet', 'live']	1	
5829	gratitude		1	1.0
5830	sustain		2	
5831	ozone		1	
5832	kodak200		1	
5833	tesla		6	3.0
5834	forestry		2	2.0
5835	sofena		1	
5836	yesouicannesfemme		1	
5837	interfaith		1	
5838	neonazis		1	
5839	climaterefugee	['climate', 'refugee']	1	
5840	raceagainstthetide	['race', 'against', 'the', 'tide']	1	
5841	ruleoflaw	['rule', 'of', 'law']	1	5.0
5842	bioenergy	['bio', 'energy']	2	
5843	aviation		1	2.0
5844	thinkagain	['think', 'again']	1	
5845	quito		1	
5846	elections		1	
5847	weatherization		1	
5848	employment		2	
5849	rockhopperpenguin		1	
5850	jmcq		1	
5851	aprs2018		1	
5852	salemma		1	
5853	idaworks		1	
5854	shame		1	
5855	virtualassistants	['virtual', 'assistants']	1	
5856	kidlit	['kid', 'lit']	1	
5857	balticsea		2	
5858	lake		1	2.0
5859	teacher		1	
5860	coast		1	
5861	tcfd		1	
5862	stopcoal	['stop', 'coal']	2	
5863	betd		1	
5864	anthropology		1	
5865	r20aws	['r', '20', 'aw', 's']	2	3.0
5866	thirdrunway	['third', 'runway']	2	
5867	inpst		2	
5868	abruptclimatechange	['abrupt', 'climate', 'change']	2	1.0
5869	clare		1	
5870	media		1	5.0
5871	45out	['45', 'out']	1	
5872	russian		1	
5873	youthforclimate	['youth', 'for', 'climate']	7	
5874	foodtech	['food', 'tech']	4	2.0
5875	fridaythoughts		1	
5876	xo		2	
5877	lifestyle		1	
5878	adpatingtoclimatechange		1	
5879	connectivity		1	
5880	neworleans		1	
5881	solutions		6	
5882	hopeforreefs	['hope', 'for', 'reefs']	11	
5883	wilderness		1	
5884	right		1	
5885	envir	['en', 'vi', 'r']	1	
5886	sustbiz4growth		1	
5887	wuf9		2	
5888	nuclearpower	['nuclear', 'power']	1	3.0
5889	desalination		1	
5890	activists		1	
5891	nestsnotnets	['nests', 'not', 'nets']	4	
5892	futureofcap	['future', 'of', 'cap']	2	
5893	douro		2	
5894	climateresilience	['climate', 'resilience']	1	4.0
5895	coalpower	['coal', 'power']	1	
5896	sustainablefarming	['sustainable', 'farming']	1	
5897	parrotsci	['parrot', 'sci']	1	
5898	parents		1	
5899	calenergy	['cal', 'energy']	1	
5900	dontforgetthem		1	
5901	nytimes		1	1.0
5902	misspoli		1	
5903	climateandsecurity	['climate', 'and', 'security']	1	
5904	values		1	
5905	refugee		5	1.0
5906	everyvotematters	['every', 'vote', 'matters']	1	
5907	sustainablefinanceeu		5	
5908	plasticfreejuly		2	
5909	bluewave2018	['blue', 'wave', '2018']	7	
5910	ocasiocortezchildrensbooks		1	
5911	climatechangeiscoming	['climate', 'change', 'is', 'coming']	1	
5912	trumpvisituk		1	
5913	eatinganimalproducts	['eating', 'animal', 'products']	1	
5914	lockherup	['lock', 'her', 'up']	1	
5915	seashepherd	['sea', 'shepherd']	1	
5916	laudatosi3		1	
5917	nelsonmandela		1	
5918	bicycles		6	
5919	areyousmarterthana3rdgrader	['are', 'you', 'smarter', 'than', 'a', '3', 'rd', 'grader']	2	
5920	nextgenundp		1	
5921	undrip		2	
5922	wasted		1	
5923	mff	['m', 'ff']	1	
5924	canadian		1	
5925	soilhealth	['soil', 'health']	6	3.0
5926	transhumanism		2	
5927	milleniumbug		1	
5928	ontario		2	2.0
5929	federalelection	['federal', 'election']	6	
5930	iceage	['ice', 'age']	2	
5931	carbondioxide	['carbon', 'dioxide']	2	6.0
5932	fbr		5	2.0
5933	mogherini		1	
5934	yalespeakerseries		1	
5935	climatism		9	
5936	msm	['ms', 'm']	1	2.0
5937	placeprinciple	['place', 'principle']	1	
5938	cambodia		2	
5939	prelims	['prelim', 's']	1	
5940	fusionenergy	['fusion', 'energy']	1	
5941	julianavgov		1	
5942	britain		1	
5943	禅家		3	
5944	naturaldisasters	['natural', 'disasters']	1	
5945	facebook		3	2.0
5946	eyeonclimate	['eye', 'on', 'climate']	1	
5947	elliotshayne		1	
5948	superpower		1	
5949	haironfire	['hair', 'on', 'fire']	1	
5950	postdoc		2	2.0
5951	haveagreatday	['have', 'a', 'great', 'day']	1	
5952	bullshit		1	
5953	writerscommunity	['writers', 'community']	1	
5954	scientists		8	6.0
5955	severedrought	['severe', 'drought']	1	
5956	riseup	['rise', 'up']	1	
5957	austrian		1	
5958	civilwar	['civil', 'war']	1	
5959	catch		1	
5960	stormwater	['storm', 'water']	1	
5961	wine		2	2.0
5962	birthstrike	['birth', 'strike']	1	
5963	recorddebt	['record', 'debt']	2	
5964	ourhome	['our', 'home']	1	
5965	mit		1	
5966	whitenationalism	['white', 'nationalism']	1	
5967	energypoverty	['energy', 'poverty']	2	6.0
5968	rse		1	1.0
5969	watersupply	['water', 'supply']	1	1.0
5970	cycloneidai		7	
5971	rbhrforum		1	
5972	profile		1	
5973	lessconcretecities	['less', 'concrete', 'cities']	1	
5974	historicavalanche	['historic', 'avalanche']	1	
5975	greenfraud	['green', 'fraud']	1	
5976	bikes		1	1.0
5977	lobbyist		1	
5978	firstworld	['first', 'world']	1	
5979	zalisteggall		3	
5980	sports4climate	['sports', '4', 'climate']	1	
5981	oxfordamendment	['oxford', 'amendment']	1	
5982	kenya		1	4.0
5983	wrc4		1	
5984	sorrykids	['sorry', 'kids']	1	
5985	cca		1	
5986	kag		5	
5987	mayo		1	
5988	liberia		2	
5989	childadvocacy	['child', 'advocacy']	1	
5990	oceanrise	['ocean', 'rise']	1	
5991	collision2019	['collision', '2019']	1	
5992	government		5	8.0
5993	foodsystem	['food', 'system']	2	
5994	elearning	['e', 'learning']	1	
5995	fellinicf		1	
5996	warming		1	2.0
5997	pcs		1	
5998	wedonotconsent	['we', 'do', 'not', 'consent']	9	1.0
5999	reading		2	
6000	alwaysoncrack	['always', 'on', 'crack']	3	
6001	connect2earth	['connect', '2', 'earth']	2	6.0
6002	wakeupamerica		1	
6003	trumpism	['trump', 'is', 'm']	1	
6004	nordics		1	
6005	corpservatives		1	
6006	socialimpact	['social', 'impact']	1	1.0
6007	opbluewave	['op', 'blue', 'wave']	1	
6008	animalsandus	['animals', 'and', 'us']	1	
6009	cbi19		2	
6010	flatearth	['flat', 'earth']	2	2.0
6011	overpopulation		3	3.0
6012	posttruth	['post', 'truth']	1	
6013	hemp		2	
6014	design		7	7.0
6015	greening		3	
6016	createjobs	['create', 'jobs']	1	
6017	veganuary		1	
6018	plasticfreeliving	['plastic', 'free', 'living']	1	
6019	southkorea		1	1.0
6020	ods13		1	
6021	sb48bonn		23	
6022	voteforchange	['vote', 'for', 'change']	1	
6023	sustainabilityinaction	['sustainability', 'in', 'action']	1	
6024	cyborg		1	
6025	sonyalpha		1	
6026	bluepacific	['blue', 'pacific']	1	
6027	pccrc		1	
6028	coalash	['coal', 'ash']	3	1.0
6029	humanhealth	['human', 'health']	1	
6030	alwayswasalwayswillbe	['always', 'was', 'always', 'will', 'be']	1	
6031	sangiorgiogroup		1	
6032	chaos		2	
6033	klimawandel		2	1.0
6034	adultonsetasthma	['adult', 'onset', 'asthma']	3	
6035	medicareforall	['medicare', 'for', 'all']	2	3.0
6036	journey		1	
6037	bluecarbonsummit	['blue', 'carbon', 'summit']	1	
6038	maga		21	18.0
6039	sip		1	
6040	mandatorydetention	['mandatory', 'detention']	1	
6041	mosquitoes		1	1.0
6042	kcacols	['kc', 'a', 'cols']	1	
6043	sustainourearth	['sustain', 'our', 'earth']	1	
6044	ruralwomen	['rural', 'women']	1	
6045	prayerpeoplegiving	['prayer', 'people', 'giving']	1	
6046	unreport		1	
6047	cmedapadi		1	
6048	renewabletechnology	['renewable', 'technology']	1	
6049	orangutans		1	
6050	imprison45	['imprison', '45']	1	
6051	naturalcapital	['natural', 'capital']	1	
6052	culturalheritage	['cultural', 'heritage']	2	2.0
6053	agm		1	
6054	borealisboutique		1	
6055	jc4pm2019		3	
6056	sacdelta	['sac', 'delta']	1	
6057	mariannewilliamson		1	
6058	futureoffood	['future', 'of', 'food']	3	4.0
6059	succeed		1	
6060	watersecurity	['water', 'security']	1	7.0
6061	walkingandcycling2019	['walking', 'and', 'cycling', '2019']	1	
6062	conserve		1	1.0
6063	youthclimatestrike	['youth', 'climate', 'strike']	8	
6064	extinctioncrisis	['extinction', 'crisis']	1	
6065	greecefires		1	
6066	physioshark		1	
6067	fossilfuel	['fossil', 'fuel']	11	9.0
6068	hitteplan		1	
6069	agriculturaregenerativa		1	
6070	morrishicks		1	
6071	peacegesture	['peace', 'gesture']	1	
6072	seoul		1	
6073	nzqanda		2	
6074	sustainability		121	115.0
6075	letsplantmoretrees	['lets', 'plant', 'more', 'trees']	1	
6076	lowmonsoon	['low', 'monsoon']	1	
6077	manhattanenge		1	
6078	arcticocean	['arctic', 'ocean']	1	
6079	heatplan	['heat', 'plan']	1	
6080	campfirestories	['campfire', 'stories']	1	
6081	reproductiverights	['reproductive', 'rights']	2	
6082	adrianbridge		1	
6083	nopipelines	['no', 'pipelines']	2	1.0
6084	wwf		1	23.0
6085	cordia	['cord', 'i', 'a']	1	
6086	repression		1	
6087	supermom	['super', 'mom']	1	
6088	edicao0		1	
6089	livableincome	['livable', 'income']	1	
6090	coastalerosion	['coastal', 'erosion']	1	
6091	asia		4	3.0
6092	brexiteers		1	
6093	lakechristine		1	
6094	afngonetwork		1	
6095	europeanunion		1	
6096	neuralnetwork	['neural', 'network']	1	
6097	berniesanders2020		1	
6098	skynews	['sky', 'news']	4	
6099	creationist		1	
6100	cleangrowth	['clean', 'growth']	1	2.0
6101	epicfail	['epic', 'fail']	2	
6102	solarpv		3	3.0
6103	leaves		1	
6104	yellowvest	['yellow', 'vest']	1	
6105	inuit		1	2.0
6106	enviromental		1	
6107	saintlucia		1	
6108	eastersaturday		1	
6109	gasban	['gas', 'ban']	1	
6110	hp		1	
6111	hr9	['hr', '9']	3	
6112	activetrans	['active', 'trans']	1	
6113	veg		1	
6114	nepal		4	
6115	toon	['to', 'on']	1	
6116	zerofaretransit	['zero', 'fare', 'transit']	1	
6117	meters		1	
6118	learnfrench	['learn', 'french']	1	
6119	aevs		1	
6120	boris		1	
6121	p2p	['p', '2', 'p']	2	
6122	tuckercarlsontonight		1	
6123	transnational		1	
6124	saverivers	['save', 'rivers']	1	
6125	mockingbirdmedia	['mockingbird', 'media']	1	
6126	lagos		1	
6127	empower		2	
6128	acenow	['ace', 'now']	2	
6129	froome		1	
6130	lifeisgud		1	
6131	mounttrumpmore	['mount', 'trump', 'more']	1	
6132	trump		32	37.0
6133	balticseafuture		1	
6134	foodsafety	['food', 'safety']	1	
6135	gretainparliament		1	
6136	bethechange	['be', 'the', 'change']	1	4.0
6137	bced		1	
6138	misnomer		1	
6139	wifi		5	
6140	local4action	['local', '4', 'action']	1	
6141	farmworkersrights	['farm', 'workers', 'rights']	1	
6142	noaa		2	
6143	performance		1	
6144	fridays4future		10	
6145	eu		14	26.0
6146	5		1	1.0
6147	pafc		5	
6148	vegan4life	['vegan', '4', 'life']	1	
6149	hmclausekenya		1	
6150	loksabhaelections2019		1	
6151	kindle		1	
6152	ukweather		1	
6153	nya		1	
6154	landloss	['land', 'loss']	3	
6155	indian		1	
6156	privacy		1	
6157	depressions		1	
6158	boom		2	
6159	fracking	['f', 'racking']	17	9.0
6160	droughts		6	5.0
6161	kodak		1	
6162	leichhardt		1	
6163	cliemate	['c', 'lie', 'mate']	1	
6164	warren		1	
6165	localafrica		1	
6166	ess		2	
6167	foia		1	
6168	pledge		2	
6169	drone		1	
6170	sunrise		1	1.0
6171	cleancoalscam	['clean', 'coal', 'scam']	2	
6172	yleareena		1	
6173	stopglobalwarming	['stop', 'global', 'warming']	2	
6174	million		2	
6175	waitrose	['wait', 'rose']	1	
6176	president		2	1.0
6177	rainfall		1	
6178	bici		5	
6179	exxonknew		3	3.0
6180	equitycrowdfunding	['equity', 'crowd', 'funding']	1	
6181	cdnecon		1	
6182	congress		4	4.0
6183	livelihoods		2	
6184	electrifyeverything	['electrify', 'everything']	1	
6185	qldpol		97	11.0
6186	wallstreet	['wall', 'street']	1	
6187	gtto	['gt', 'to']	2	
6188	nomoreclimatechangedenial	['no', 'more', 'climate', 'change', 'denial']	1	
6189	fish		8	3.0
6190	thistimeimvoting		2	
6191	treesarethekey	['trees', 'are', 'the', 'key']	2	
6192	africaclimateweek		7	
6193	pacificsids		1	
6194	forwardthinking	['forward', 'thinking']	1	
6195	noplacelikehome	['no', 'place', 'like', 'home']	1	
6196	thetimeisnow	['the', 'time', 'is', 'now']	7	
6197	ratpocalypse		1	
6198	themoreyouknow	['the', 'more', 'you', 'know']	1	
6199	capitulation		1	
6200	ineos		1	
6201	facechange	['face', 'change']	1	
6202	gopcorruption		3	2.0
6203	powergeneration	['power', 'generation']	1	
6204	thedrum	['the', 'drum']	32	7.0
6205	thisismine	['this', 'is', 'mine']	1	
6206	warning		3	
6207	threat		1	
6208	globalgreening	['global', 'greening']	3	
6209	taunton		1	
6210	ifyoucareshare	['if', 'you', 'care', 'share']	1	
6211	lucianapatrizia		1	
6212	sharemobility	['share', 'mobility']	1	
6213	wethenorth	['we', 'the', 'north']	1	
6214	urbangreen	['urban', 'green']	1	
6215	guelph		1	2.0
6216	marxism		1	
6217	insights		1	
6218	mentalhealth	['mental', 'health']	2	3.0
6219	methanogenesis		1	
6220	gibschoolstrike4climate		1	
6221	hockeystick	['hockey', 'stick']	1	
6222	democraticparty	['democratic', 'party']	2	
6223	econometrics		1	
6224	voteclimate	['vote', 'climate']	4	
6225	environmentaldegradation	['environmental', 'degradation']	4	
6226	loss		1	
6227	auzpol		1	
6228	michaelbernardbeckwith		1	
6229	climatemodeling	['climate', 'modeling']	1	
6230	retweet	['re', 'tweet']	1	8.0
6231	iapolitics	['i', 'a', 'politics']	1	
6232	buenviernes		1	
6233	believescience	['believe', 'science']	2	
6234	bangladesh		4	14.0
6235	lolocon18		1	
6236	impinv	['imp', 'in', 'v']	3	2.0
6237	greenfuture	['green', 'future']	1	
6238	gunreform	['gun', 'reform']	2	1.0
6239	mothersday2019	['mothers', 'day', '2019']	1	
6240	leadershipdevelopment	['leadership', 'development']	1	
6241	labourlordsblog		1	
6242	cycloneidaizw		1	
6243	leadership		8	7.0
6244	daymandela		1	
6245	equality		7	
6246	guyana		1	
6247	zeroheroes	['zero', 'heroes']	1	
6248	pint18	['pint', '18']	1	
6249	heatwaveuk		5	
6250	protest		2	4.0
6251	gsm		2	
6252	ccgas		1	
6253	coal		27	19.0
6254	assw2019		1	
6255	windturbine	['wind', 'turbine']	1	
6256	areyouen	['are', 'you', 'en']	1	
6257	knowledgeispower	['knowledge', 'is', 'power']	1	
6258	tuesday		2	
6259	humanconsumption	['human', 'consumption']	1	
6260	npt		1	
6261	youthfulness		1	
6262	crowdedplanet	['crowded', 'planet']	1	
6263	noblesville		1	
6264	tmx		3	
6265	omo		1	
6266	lockhimup	['lock', 'him', 'up']	1	
6267	mission		4	2.0
6268	turnthetide	['turn', 'the', 'tide']	1	
6269	escap		1	
6270	climatechangefraud	['climate', 'change', 'fraud']	1	
6271	thefutureisgreen	['the', 'future', 'is', 'green']	1	
6272	ecologyconferences	['ecology', 'conferences']	1	
6273	ecosystemservices	['ecosystem', 'services']	2	
6274	abortionrights	['abortion', 'rights']	2	
6275	zeroemissions	['zero', 'emissions']	2	4.0
6276	insects		1	5.0
6277	metsunite		6	
6278	electoralreform	['electoral', 'reform']	1	
6279	climaterisks	['climate', 'risks']	2	1.0
6280	shareforoneplus6	['share', 'for', 'one', 'plus', '6']	1	
6281	climatestrikers	['climate', 'strikers']	1	
6282	seforallforum		1	
6283	authorities		1	
6284	frenchincanada		1	
6285	lyme		1	
6286	scarletmonahan		1	
6287	nca4		1	
6288	iiot		1	1.0
6289	work		1	3.0
6290	alpine		1	
6291	habitat		3	1.0
6292	cop		1	
6293	conference		1	
6294	positivefeedback	['positive', 'feedback']	1	
6295	gmis2019	['gm', 'is', '2019']	1	
6296	microplastics	['micro', 'plastics']	2	1.0
6297	tecnologia		1	
6298	redhotplanet	['red', 'hot', 'planet']	1	
6299	nature		40	68.0
6300	ausvotes	['a', 'us', 'votes']	33	
6301	ecajournal		1	
6302	iasi	['i', 'as', 'i']	2	5.0
6303	nextgen	['next', 'gen']	1	1.0
6304	sos		1	
6305	climatebarbie	['climate', 'barbie']	10	
6306	natureemergency	['nature', 'emergency']	2	
6307	emissions		35	13.0
6308	indicttrump	['indict', 'trump']	1	
6309	globalaction	['global', 'action']	1	
6310	makingourplanetgreatagain	['making', 'our', 'planet', 'great', 'again']	1	
6311	nomoreplastic	['no', 'more', 'plastic']	1	
6312	photovoltaic		1	
6313	smallstates	['small', 'states']	1	
6314	notoaviationexpansion	['no', 'to', 'aviation', 'expansion']	1	
6315	ndp		1	
6316	lowiq		1	1.0
6317	arsenal		1	
6318	harris		1	
6319	cc		1	1.0
6320	resin		1	
6321	followme	['follow', 'me']	1	
6322	unesco		2	1.0
6323	civilservice	['civil', 'service']	2	
6324	geidco		1	
6325	unenvironment		1	
6326	security		5	7.0
6327	poonamphirse		1	
6328	skyspraying	['sky', 'spraying']	1	
